code,title,division,level
23 71 16,Chilled-Water Thermal Storage,23,3
23 71 19,Ice Storage,23,3
23 72 00,Air-to-Air Energy Recovery Equipment,23,2
23 72 13,Heat-Wheel Air-to-Air Energy-Recovery Equipment,23,3
23 72 16,Heat-Pipe Air-to-Air Energy-Recovery Equipment,23,3
23 72 19,Fixed-Plate Air-to-Air Energy-Recovery Equipment,23,3
23 72 23,Packaged Air-to-Air Energy-Recovery Units,23,3
23 73 00,Indoor Central-Station Air-Handling Units,23,2
23 73 13,Modular Indoor Central-Station Air-Handling Units,23,3
23 73 23,Custom Indoor Central-Station Air-Handling Units,23,3
23 73 33,Indoor Indirect Fuel-Fired Heating and Ventilating Units,23,3
23 73 39,"Indoor, Direct Gas-Fired Heating and Ventilating Units",23,3
23 74 00,Packaged Outdoor HVAC Equipment,23,2
23 74 13,"Packaged, Outdoor, Central-Station Air-Handling Units",23,3
23 74 23,"Packaged, Outdoor, Heating-Only Makeup-Air Units",23,3
23 74 33,"Packaged, Outdoor, Heating and Cooling Makeup Air-Conditioners",23,3
23 75 00,Custom-Packaged Outdoor HVAC Equipment,23,2
23 75 13,"Custom-Packaged, Outdoor, Central-Station Air-Handling Units",23,3
23 75 23,"Custom-Packaged, Outdoor, Heating and Ventilating Makeup-Air Units",23,3
23 75 33,"Custom-Packaged, Outdoor, Heating and Cooling Makeup Air-Conditioners",23,3
23 76 00,Evaporative Air-Cooling Equipment,23,2
23 76 13,Direct Evaporative Air Coolers,23,3
23 76 16,Indirect Evaporative Air Coolers,23,3
23 76 19,Combined Direct and Indirect Evaporative Air Coolers,23,3
23 80 00,Decentralized HVAC Equipment,23,2
23 81 00,Decentralized Unitary HVAC Equipment,23,2
23 81 13,Packaged Terminal Air-Conditioners,23,3
23 81 16,Room Air-Conditioners,23,3
23 81 19,Self-Contained Air-Conditioners,23,3
23 81 23,Computer-Room Air-Conditioners,23,3
23 81 26,Split-System Air-Conditioners,23,3
23 81 43,Air-Source Unitary Heat Pumps,23,3
23 81 46,Water-Source Unitary Heat Pumps,23,3
23 82 00,Convection Heating and Cooling Units,23,2
23 82 13,Valance Heating and Cooling Units,23,3
23 82 16,Air Coils,23,3
23 82 19,Fan Coil Units,23,3
23 82 23,Unit Ventilators,23,3
23 82 26,Induction Units,23,3
23 82 29,Radiators,23,3
23 82 33,Convectors,23,3
23 82 36,Finned-Tube Radiation Heaters,23,3
23 82 39,Unit Heaters,23,3
23 83 00,Radiant Heating Units,23,2
23 83 13,Radiant-Heating Electric Cables,23,3
23 83 16,Radiant-Heating Hydronic Piping,23,3
23 83 23,Radiant-Heating Electric Panels,23,3
23 83 33,Electric Radiant Heaters,23,3
23 84 00,Humidity Control Equipment,23,2
23 84 13,Humidifiers,23,3
23 84 16,Dehumidifiers,23,3
23 84 19,Indoor Pool and Ice-Rink Dehumidification Units,23,3
25 00 00,Integrated Automation,25,1
25 01 00,Operation and Maintenance of Integrated Automation,25,2
25 05 00,Common Work Results for Integrated Automation,25,2
25 06 00,Schedules for Integrated Automation,25,2
25 08 00,Commissioning of Integrated Automation,25,2
25 10 00,Integrated Automation Network Equipment,25,2
25 11 00,Integrated Automation Network Devices,25,2
25 11 13,Integrated Automation Network Servers,25,3
25 11 16,"Integrated Automation Network Routers, Bridges, Switches, Hubs, and Modems",25,3
25 11 19,Integrated Automation Network Operator Workstations,25,3
25 12 00,Integrated Automation Network Gateways,25,2
25 12 13,Hardwired Integration Network Gateways,25,3
25 12 16,Direct-Protocol Integration Network Gateways,25,3
25 12 19,Neutral-Protocol Integration Network Gateways,25,3
25 12 23,Client-Server Information/Database Integration Network Gateways,25,3
25 13 00,Integrated Automation Control and Monitoring Network,25,2
25 13 13,Integrated Automation Control and Monitoring Network Supervisory Control,25,3
25 13 16,Integrated Automation Control and Monitoring Network Integration Panels,25,3
25 13 19,Integrated Automation Control and Monitoring Network Interoperability,25,3
25 14 00,Integrated Automation Local Control Units,25,2
25 14 13,Integrated Automation Remote Control Panels,25,3
25 14 16,Integrated Automation Application-Specific Control Panels,25,3
25 14 19,Integrated Automation Terminal Control Units,25,3
25 14 23,Integrated Automation Field Equipment Panels,25,3
25 15 00,Integrated Automation Software,25,2
25 15 13,Integrated Automation Software for Network Gateways,25,3
25 15 16,Integrated Automation Software for Control and Monitoring Networks,25,3
25 15 19,Integrated Automation Software for Local Control Units,25,3
25 30 00,Integrated Automation Instrumentation and Terminal Devices,25,2
25 31 00,Integrated Automation Instrumentation and Terminal Devices for Facility Equipment,25,2
25 32 00,Integrated Automation Instrumentation and Terminal Devices for Conveying Equipment,25,2
25 33 00,Integrated Automation Instrumentation and Terminal Devices for Fire-Suppression Systems,25,2
25 34 00,Integrated Automation Instrumentation and Terminal Devices for Plumbing,25,2
25 35 00,Integrated Automation Instrumentation and Terminal Devices for HVAC,25,2
25 35 13,Integrated Automation Actuators and Operators,25,3
25 35 16,Integrated Automation Sensors and Transmitters,25,3
25 35 19,Integrated Automation Control Valves,25,3
25 35 23,Integrated Automation Control Dampers,25,3
25 35 26,Integrated Automation Compressed Air Supply,25,3
25 36 00,Integrated Automation Instrumentation and Terminal Devices for Electrical Systems,25,2
25 36 13,Integrated Automation Power Meters,25,3
25 36 16,Integrated Automation KW Transducers,25,3
25 36 19,Integrated Automation Current Sensors,25,3
25 36 23,Integrated Automation Battery Monitors,25,3
25 36 26,Integrated Automation Lighting Relays,25,3
25 36 29,Integrated Automation UPS Monitors,25,3
25 37 00,Integrated Automation Instrumentation and Terminal Devices for Communications Systems,25,2
25 38 00,Integrated Automation Instrumentation and Terminal Devices for Electronic Safety and Security Systems,25,2
25 50 00,Integrated Automation Facility Controls,25,2
25 51 00,Integrated Automation Control of Facility Equipment,25,2
25 52 00,Integrated Automation Control of Conveying Equipment,25,2
25 53 00,Integrated Automation Control of Fire-Suppression Systems,25,2
25 54 00,Integrated Automation Control of Plumbing,25,2
25 55 00,Integrated Automation Control of HVAC,25,2
25 56 00,Integrated Automation Control of Electrical Systems,25,2
25 57 00,Integrated Automation Control of Communications Systems,25,2
25 58 00,Integrated Automation Control of Electronic Safety and Security Systems,25,2
25 90 00,Integrated Automation Control Sequences,25,2
25 91 00,Integrated Automation Control Sequences for Facility Equipment,25,2
25 92 00,Integrated Automation Control Sequences for Conveying Equipment,25,2
25 93 00,Integrated Automation Control Sequences for Fire-Suppression Systems,25,2
25 94 00,Integrated Automation Control Sequences for Plumbing,25,2
25 95 00,Integrated Automation Control Sequences for HVAC,25,2
25 96 00,Integrated Automation Control Sequences for Electrical Systems,25,2
25 97 00,Integrated Automation Control Sequences for Communications Systems,25,2
25 98 00,Integrated Automation Control Sequences for Electronic Safety and Security Systems,25,2
26 00 00,Electrical,26,1
26 01 00,Operation and Maintenance of Electrical Systems,26,2
26 05 00,Common Work Results for Electrical,26,2
26 06 00,Schedules for Electrical,26,2
26 08 00,Commissioning of Electrical Systems,26,2
26 09 00,Instrumentation and Control for Electrical Systems,26,2
26 09 13,Electrical Power Monitoring and Control,26,3
26 09 23,Lighting Control Devices,26,3
26 09 26,Lighting Control Panelboards,26,3
26 09 33,Central Dimming Controls,26,3
26 09 36,Modular Dimming Controls,26,3
26 09 43,Network Lighting Controls,26,3
26 09 61,Theatrical Lighting Controls,26,3
26 10 00,Medium-Voltage Electrical Distribution,26,2
26 11 00,Substations,26,2
26 11 13,Primary Unit Substations,26,3
26 11 16,Secondary Unit Substations,26,3
26 12 00,Medium-Voltage Transformers,26,2
26 12 13,"Liquid-Filled, Medium-Voltage Transformers",26,3
26 12 16,"Dry-Type, Medium-Voltage Transformers",26,3
26 12 19,"Pad-Mounted, Liquid-Filled, Medium-Voltage Transformers",26,3
26 13 00,Medium-Voltage Switchgear,26,2
26 13 13,Medium-Voltage Circuit Breaker Switchgear,26,3
26 13 16,Medium-Voltage Fusible Interrupter Switchgear,26,3
26 13 19,Medium-Voltage Vacuum Interrupter Switchgear,26,3
26 18 00,Medium-Voltage Circuit Protection Devices,26,2
26 18 13,Medium-Voltage Cutouts,26,3
26 18 16,Medium-Voltage Fuses,26,3
26 18 19,Medium-Voltage Lightning Arresters,26,3
26 18 23,Medium-Voltage Surge Arresters,26,3
26 18 26,Medium-Voltage Reclosers,26,3
26 18 29,Medium-Voltage Enclosed Bus,26,3
26 18 33,Medium-Voltage Enclosed Fuse Cutouts,26,3
26 18 36,Medium-Voltage Enclosed Fuses,26,3
26 18 39,Medium-Voltage Motor Controllers,26,3
26 20 00,Low-Voltage Electrical Distribution,26,2
26 21 00,Low-Voltage Overhead Electrical Power Systems,26,2
26 22 00,Low-Voltage Transformers,26,2
26 22 13,Low-Voltage Distribution Transformers,26,3
26 22 16,Low-Voltage Buck-Boost Transformers,26,3
26 22 19,Control and Signal Transformers,26,3
26 23 00,Low-Voltage Switchgear,26,2
26 23 13,Paralleling Low-Voltage Switchgear,26,3
26 24 00,Switchboards and Panelboards,26,2
26 24 13,Switchboards,26,3
26 24 16,Panelboards,26,3
26 24 19,Motor-Control Centers,26,3
26 25 00,Enclosed Bus Assemblies,26,2
26 26 00,Power Distribution Units,26,2
26 27 00,Low-Voltage Distribution Equipment,26,2
26 27 13,Electricity Metering,26,3
26 27 16,Electrical Cabinets and Enclosures,26,3
26 27 19,Multi-Outlet Assemblies,26,3
26 27 23,Indoor Service Poles,26,3
26 27 26,Wiring Devices,26,3
26 27 73,Door Chimes,26,3
26 28 00,Low-Voltage Circuit Protective Devices,26,2
26 28 13,Fuses,26,3
26 28 16,Enclosed Switches and Circuit Breakers,26,3
26 29 00,Low-Voltage Controllers,26,2
26 29 13,Enclosed Controllers,26,3
26 29 23,Variable-Frequency Motor Controllers,26,3
26 30 00,Facility Electrical Power Generating and Storing Equipment,26,2
26 31 00,Photovoltaic Collectors,26,2
26 32 00,Packaged Generator Assemblies,26,2
26 32 13,Engine Generators,26,3
26 32 16,Steam-Turbine Generators,26,3
26 32 19,Hydro-Turbine Generators,26,3
26 32 23,Wind Energy Equipment,26,3
26 32 26,Frequency Changers,26,3
26 32 29,Rotary Converters,26,3
26 32 33,Rotary Uninterruptible Power Units,26,3
26 33 00,Battery Equipment,26,2
26 33 13,Batteries,26,3
26 33 16,Battery Racks,26,3
26 33 19,Battery Units,26,3
26 33 23,Central Battery Equipment,26,3
26 33 33,Static Power Converters,26,3
26 33 43,Battery Chargers,26,3
26 33 46,Battery Monitoring,26,3
26 33 53,Static Uninterruptible Power Supply,26,3
26 35 00,Power Filters and Conditioners,26,2
26 35 13,Capacitors,26,3
26 35 16,Chokes and Inductors,26,3
26 35 23,Electromagnetic-Interference Filters,26,3
26 35 26,Harmonic Filters,26,3
26 35 33,Power Factor Correction Equipment,26,3
26 35 36,Slip Controllers,26,3
26 35 43,Static-Frequency Converters,26,3
26 35 46,Radio-Frequency-Interference Filters,26,3
26 35 53,Voltage Regulators,26,3
26 36 00,Transfer Switches,26,2
26 36 13,Manual Transfer Switches,26,3
26 36 23,Automatic Transfer Switches,26,3
26 40 00,Electrical and Cathodic Protection,26,2
26 41 00,Facility Lightning Protection,26,2
26 41 13,Lightning Protection for Structures,26,3
26 41 16,Lightning Prevention and Dissipation,26,3
26 41 19,Early Streamer Emission Lightning Protection,26,3
26 41 23,Lightning Protection Surge Arresters and Suppressors,26,3
26 42 00,Cathodic Protection,26,2
26 42 13,Passive Cathodic Protection for Underground and Submerged Piping,26,3
26 42 16,Passive Cathodic Protection for Underground Storage Tank,26,3
26 43 00,Transient Voltage Suppression,26,2
26 43 13,Transient-Voltage Suppression for Low-Voltage Electrical Power Circuits,26,3
26 50 00,Lighting,26,2
26 51 00,Interior Lighting,26,2
26 51 13,"Interior Lighting Fixtures, Lamps, And Ballasts",26,3
26 52 00,Emergency Lighting,26,2
26 53 00,Exit Signs,26,2
26 54 00,Classified Location Lighting,26,2
26 55 00,Special Purpose Lighting,26,2
26 55 23,Outline Lighting,26,3
26 55 29,Underwater Lighting,26,3
26 55 33,Hazard Warning Lighting,26,3
26 55 36,Obstruction Lighting,26,3
26 55 53,Security Lighting,26,3
26 55 59,Display Lighting,26,3
26 55 61,Theatrical Lighting,26,3
26 55 63,Detention Lighting,26,3
26 55 70,Healthcare Lighting,26,3
26 56 00,Exterior Lighting,26,2
26 56 13,Lighting Poles and Standards,26,3
26 56 16,Parking Lighting,26,3
26 56 19,Roadway Lighting,26,3
26 56 23,Area Lighting,26,3
26 56 26,Landscape Lighting,26,3
26 56 29,Site Lighting,26,3
26 56 33,Walkway Lighting,26,3
26 56 36,Flood Lighting,26,3
26 56 68,Exterior Athletic Lighting,26,3
27 00 00,Communications,27,1
27 01 00,Operation and Maintenance of Communications Systems,27,2
27 05 00,Common Work Results for Communications,27,2
27 06 00,Schedules for Communications,27,2
27 08 00,Commissioning of Communications,27,2
27 10 00,Structured Cabling,27,2
27 11 00,Communications Equipment Room Fittings,27,2
27 11 13,Communications Entrance Protection,27,3
27 11 16,"Communications Cabinets, Racks, Frames and Enclosures",27,3
27 11 19,Communications Termination Blocks and Patch Panels,27,3
27 11 23,Communications Cable Management and Ladder Rack,27,3
27 11 26,Communications Rack Mounted Power Protection and Power Strips,27,3
27 13 00,Communications Backbone Cabling,27,2
27 13 13,Communications Copper Backbone Cabling,27,3
27 13 23,Communications Optical Fiber Backbone Cabling,27,3
27 13 33,Communications Coaxial Backbone Cabling,27,3
27 13 43,Communications Services Cabling,27,3
27 15 00,Communications Horizontal Cabling,27,2
27 15 13,Communications Copper Horizontal Cabling,27,3
27 15 23,Communications Optical Fiber Horizontal Cabling,27,3
27 15 33,Communications Coaxial Horizontal Cabling,27,3
27 15 43,Communications Faceplates and Connectors,27,3
27 16 00,"Communications Connecting Cords, Devices and Adapters",27,2
27 16 13,Communications Custom Cable Assemblies,27,3
27 16 16,"Communications Media Converters, Adapters, and Transceivers",27,3
27 16 19,"Communications Patch Cords, Station Cords, and Cross Connect Wire",27,3
27 20 00,Data Communications,27,2
27 21 00,Data Communications Network Equipment,27,2
27 21 13,Data Communications Firewalls,27,3
27 21 16,"Data Communications Routers, CSU/DSU, Multiplexers, Codec’s, and Modems",27,3
27 21 26,Data Communications Network Management,27,3
27 21 29,Data Communications Switches and Hubs,27,3
27 21 33,Data Communications Wireless Access Points,27,3
27 22 00,Data Communications Hardware,27,2
27 22 13,Data Communications Mainframes,27,3
27 22 16,Data Communications Storage and Backup,27,3
27 22 19,Data Communications Servers,27,3
27 22 23,Data Communications Desktops,27,3
27 22 26,Data Communications Laptops,27,3
27 22 29,Data Communications Handhelds,27,3
27 24 00,Data Communications Peripheral Data Equipment,27,2
27 24 13,Printers,27,3
27 24 16,Scanners,27,3
27 24 19,External Drives,27,3
27 24 23,Audio-Video Devices,27,3
27 24 26,Virtual Reality Equipment,27,3
27 24 29,Disaster Recovery Equipment,27,3
27 25 00,Data Communications Software,27,2
27 25 13,Virus Protection Software,27,3
27 25 16,Application Suites,27,3
27 25 19,Email Software,27,3
27 25 23,Graphics/Multimedia Software,27,3
27 25 26,Customer Relationship Management Software,27,3
27 25 29,Operating System Software,27,3
27 25 33,Database Software,27,3
27 25 37,Virtual Private Network Software,27,3
27 25 39,Internet Conferencing Software,27,3
27 26 00,Data Communications Programming and Integration Services,27,2
27 26 13,Web Development,27,3
27 26 16,Database Development,27,3
27 26 19,Application Development,27,3
27 26 23,Network Integration Requirements,27,3
27 26 26,Data Communications Integration Requirements,27,3
27 30 00,Voice Communications,27,2
27 31 00,Voice Communications Switching and Routing Equipment,27,2
27 31 13,PBX/ Key Systems,27,3
27 31 23,Internet Protocol Voice Switches,27,3
27 32 00,"Voice Communications Telephone Sets, Facsimiles and Modems",27,2
27 32 13,Telephone Sets,27,3
27 32 16,Wireless Transceivers,27,3
27 32 23,Elevator Telephones,27,3
27 32 26,Ring-Down Emergency Telephones,27,3
27 32 29,Facsimiles and Modems,27,3
27 32 36,TTY Equipment,27,3
27 33 00,Voice Communications Messaging,27,2
27 33 16,Voice Mail and Auto Attendant,27,3
27 33 23,Interactive Voice Response,27,3
27 33 26,Facsimile Servers,27,3
27 34 00,Call Accounting,27,2
27 34 13,Toll Fraud Equipment and Software,27,3
27 34 16,Telemanagement Software,27,3
27 35 00,Call Management,27,2
27 35 13,Digital Voice Announcers,27,3
27 35 16,Automatic Call Distributors,27,3
27 35 19,Call Status and Management Displays,27,3
27 35 23,Dedicated 911 Systems,27,3
27 40 00,Audio-Video Communications,27,2
27 41 00,Audio-Video Systems,27,2
27 41 13,Architecturally Integrated Audio-Video Equipment,27,3
27 41 16,Integrated Audio-Video Systems and Equipment,27,3
27 41 19,Portable Audio-Video Equipment,27,3
27 41 23,Audio-Video Accessories,27,3
27 42 00,Electronic Digital Systems,27,2
27 42 13,Point of Sale Systems,27,3
27 42 16,Transportation Information Display Systems,27,3
27 42 19,Public Information Systems,27,3
27 50 00,Distributed Communications and Monitoring Systems,27,2
27 51 00,Distributed Audio-Video Communications Systems,27,2
27 51 13,Paging Systems,27,3
27 51 16,Public Address and Mass Notification Systems,27,3
27 51 19,Sound Masking Systems,27,3
27 51 23,Intercommunications and Program Systems,27,3
27 52 00,Healthcare Communications and Monitoring Systems,27,2
27 52 13,Patient Monitoring and Telemetry Systems,27,3
27 52 16,Telemedicine Systems,27,3
27 52 19,Healthcare Imaging Systems,27,3
27 52 23,Nurse Call/Code Blue Systems,27,3
27 53 00,Distributed Systems,27,2
27 53 13,Clock Systems,27,3
27 53 16,Infrared and Radio Frequency Tracking Systems,27,3
27 53 19,"Internal Cellular, Paging, and Antenna Systems",27,3
28 00 00,Electronic Safety and Security,28,1
28 01 00,Operation and Maintenance of Electronic Safety and Security,28,2
28 05 00,Common Work Results for Electronic Safety and Security,28,2
28 06 00,Schedules for Electronic Safety and Security,28,2
28 08 00,Commissioning of Electronic Safety and Security,28,2
28 10 00,Electronic Access Control and Intrusion Detection,28,2
28 13 00,Access Control,28,2
28 13 13,Access Control Global Applications,28,3
28 13 16,Access Control Systems and Database Management,28,3
28 13 19,Access Control Systems Infrastructure,28,3
28 13 26,Access Control Remote Devices,28,3
28 13 33,Access Control Interfaces,28,3
28 13 43,Access Control Identification Management Systems,28,3
28 13 53,Security Access Detection,28,3
28 16 00,Intrusion Detection,28,2
28 16 13,"Intrusion Detection Control, GUI, and Logic Systems",28,3
28 16 16,Intrusion Detection Systems Infrastructure,28,3
28 16 19,Intrusion Detection Remote Devices and Sensors,28,3
28 16 33,Intrusion Detection Interfaces,28,3
28 16 43,Perimeter Security Systems,28,3
28 16 46,Intrusion Detection Vehicle Control Systems,28,3
28 20 00,Electronic Surveillance,28,2
28 23 00,Video Surveillance,28,2
28 23 13,Video Surveillance Control and Management Systems,28,3
28 23 16,Video Surveillance Monitoring and Supervisory Interfaces,28,3
28 23 19,Digital Video Recorders and Analog Recording Devices,28,3
28 23 23,Video Surveillance Systems Infrastructure,28,3
28 23 26,Video Surveillance Remote Positioning Equipment,28,3
28 23 29,Video Surveillance Remote Devices and Sensors,28,3
28 26 00,Electronic Personal Protection Systems,28,2
28 26 13,Electronic Personal Safety Detection Systems,28,3
28 26 16,Electronic Personal Safety Alarm Annunciation and Control Systems,28,3
28 26 19,Electronic Personal Safety Interfaces to Remote Monitoring,28,3
28 26 23,Electronic Personal Safety Emergency Aid Devices,28,3
28 30 00,Electronic Detection and Alarm,28,2
28 31 00,Fire Detection and Alarm,28,2
28 31 13,"Fire Detection and Alarm Control, GUI, and Logic Systems",28,3
28 31 23,Fire Detection and Alarm Annunciation Panels and Fire Stations,28,3
28 31 33,Fire Detection and Alarm Interfaces,28,3
28 31 43,Fire Detection Sensors,28,3
28 31 46,Smoke Detection Sensors,28,3
28 31 49,Carbon-Monoxide Detection Sensors,28,3
28 31 53,Fire Alarm Initiating Devices,28,3
28 31 63,Fire Alarm Integrated Audio Visual Evacuation Systems,28,3
28 32 00,Radiation Detection and Alarm,28,2
28 32 13,"Radiation Detection and Alarm Control, GUI, and Logic Systems",28,3
28 32 23,Radiation Detection and Alarm Integrated Audio Evacuation Systems,28,3
28 32 33,Radiation and Alarm Detection Sensors,28,3
28 32 43,Radiation and Alarm Dosimeters,28,3
28 33 00,Fuel-Gas Detection and Alarm,28,2
28 33 13,"Fuel-Gas Detection and Alarm Control, GUI, and Logic Systems",28,3
28 33 23,Fuel-Gas Detection and Alarm Integrated Audio Evacuation Systems,28,3
28 33 33,Fuel-Gas Detection Sensors,28,3
28 34 00,Fuel-Oil Detection and Alarm,28,2
28 34 13,"Fuel-Oil Detection and Alarm Control, GUI, and Logic Systems",28,3
28 34 23,Fuel-Oil Detection and Alarm Integrated Audio Evacuation Systems,28,3
28 34 33,Fuel-Oil Detection Sensors,28,3
28 35 00,Refrigerant Detection and Alarm,28,2
28 35 13,"Refrigerant Detection and Alarm Control, GUI, and Logic Systems",28,3
28 35 23,Refrigerant Detection and Alarm Integrated Audio Evacuation Systems,28,3
28 35 33,Refrigerant Detection Sensors,28,3
28 40 00,Electronic Monitoring and Control,28,2
28 46 00,Electronic Detention Monitoring and Control Systems,28,2
28 46 13,Hard-Wired Detention Monitoring and Control Systems,28,3
28 46 16,Relay-Logic Detention Monitoring and Control Systems,28,3
28 46 19,PLC Electronic Detention Monitoring and Control Systems,28,3
28 46 23,Computer-Based Detention Monitoring and Control Systems,28,3
28 46 26,Discreet-Logic Detention Monitoring and Control Systems,28,3
28 46 29,Discreet-Distributed Intelligence Detention Monitoring and Control Systems,28,3
31 00 00,Earthwork,31,1
31 01 00,Maintenance of Earthwork,31,2
31 05 00,Common Work Results for Earthwork,31,2
31 06 00,Schedules for Earthwork,31,2
31 08 00,Commissioning of Earthwork,31,2
31 09 00,Geotechnical Instrumentation and Monitoring of Earthwork,31,2
31 09 13,Geotechnical Instrumentation and Monitoring,31,3
31 09 16,Special Foundation and Load Bearing Elements Instrumentation and Monitoring,31,3
31 10 00,Site Clearing,31,2
31 11 00,Clearing and Grubbing,31,2
31 12 00,Selective Clearing,31,2
31 13 00,Selective Tree and Shrub Removal and Trimming,31,2
31 13 13,Selective Tree and Shrub Removal,31,3
31 13 16,Selective Tree and Shrub Trimming,31,3
31 14 00,Earth Stripping and Stockpiling,31,2
31 14 13,Soil Stripping and Stockpiling,31,3
31 14 16,Sod Stripping and Stockpiling,31,3
31 20 00,Earth Moving,31,2
31 21 00,Off-Gassing Mitigation,31,2
31 21 13,Radon Mitigation,31,3
31 21 16,Methane Mitigation,31,3
31 22 00,Grading,31,2
31 22 13,Rough Grading,31,3
31 22 16,Fine Grading,31,3
31 22 19,Finish Grading,31,3
31 23 00,Excavation and Fill,31,2
31 23 13,Subgrade Preparation,31,3
31 23 16,Excavation,31,3
31 23 19,Dewatering,31,3
31 23 23,Fill,31,3
31 23 33,Trenching and Backfilling,31,3
31 24 00,Embankments,31,2
31 24 13,Roadway Embankments,31,3
31 24 16,Railway Embankments,31,3
31 25 00,Erosion and Sedimentation Controls,31,2
31 25 13,Erosion Controls,31,3
31 25 23,Rock Barriers,31,3
31 25 53,Sedimentation Controls,31,3
31 25 63,Rock Basins,31,3
31 30 00,Earthwork Methods,31,2
31 31 00,Soil Treatment,31,2
31 31 13,Rodent Control,31,3
31 31 16,Termite Control,31,3
31 31 19,Vegetation Control,31,3
31 32 00,Soil Stabilization,31,2
31 32 13,Soil Mixing Stabilization,31,3
31 32 16,Chemical Treatment Soil Stabilization,31,3
31 32 19,Geosynthetic Soil Stabilization and Layer Separation,31,3
31 32 23,Pressure Grouting Soil Stabilization,31,3
31 32 33,Shotcrete Soil Slope Stabilization,31,3
31 32 36,Soil Nailing,31,3
31 33 00,Rock Stabilization,31,2
31 33 13,Rock Bolting and Grouting,31,3
31 33 23,Rock Slope Netting,31,3
31 33 26,Rock Slope Wire Mesh,31,3
31 33 33,Shotcrete Rock Slope Stabilization,31,3
31 33 43,Vegetated Rock Slope Stabilization,31,3
31 34 00,Soil Reinforcement,31,2
31 34 19,Geosynthetic Soil Reinforcement,31,3
31 34 23,Fiber Soil Reinforcement,31,3
31 35 00,Slope Protection,31,2
31 35 19,Geosynthetic Slope Protection,31,3
31 35 23,Slope Protection with Slope Paving,31,3
31 35 26,Containment Barriers,31,3
31 36 00,Gabions,31,2
31 36 13,Gabion Boxes,31,3
31 36 19,Gabion Mattresses,31,3
31 37 00,Riprap,31,2
31 37 13,Machined Riprap,31,3
31 37 16,Non-Machined Riprap,31,3
31 40 00,Shoring and Underpinning,31,2
31 41 00,Shoring,31,2
31 41 13,Timber Shoring,31,3
31 41 16,Sheet Piling,31,3
31 41 19,Metal Hydraulic Shoring,31,3
31 41 23,Pneumatic Shoring,31,3
31 41 33,Trench Shielding,31,3
31 43 00,Concrete Raising,31,2
31 43 13,Pressure Grouting,31,3
31 43 16,Compaction Grouting,31,3
31 43 19,Mechanical Jacking,31,3
31 45 00,Vibroflotation and Densification,31,2
31 45 13,Vibroflotation,31,3
31 45 16,Densification,31,3
31 46 00,Needle Beams,31,2
31 46 13,Cantilever Needle Beams,31,3
31 48 00,Underpinning,31,2
31 48 13,Underpinning Piers,31,3
31 48 19,Bracket Piers,31,3
31 48 23,Jacked Piers,31,3
31 48 33,Micropile Underpinning,31,3
31 50 00,Excavation Support and Protection,31,2
31 51 00,Anchor Tiebacks,31,2
31 51 13,Excavation Soil Anchors,31,3
31 51 16,Excavation Rock Anchors,31,3
31 52 00,Cofferdams,31,2
31 52 13,Sheet Piling Cofferdams,31,3
31 52 16,Timber Cofferdams,31,3
31 52 19,Precast Concrete Cofferdams,31,3
31 53 00,Cribbing and Walers,31,2
31 53 13,Timber Cribwork,31,3
31 54 00,Ground Freezing,31,2
31 56 00,Slurry Walls,31,2
31 56 13,Bentonite Slurry Walls,31,3
31 56 16,Attipulgite Slurry Walls,31,3
31 56 19,Slurry-Geomembrane Composite Slurry Walls,31,3
31 56 23,Lean Concrete Slurry Walls,31,3
31 56 26,Bio-Polymer Trench Drain,31,3
31 60 00,Special Foundations and Load-Bearing Elements,31,2
31 62 00,Driven Piles,31,2
31 62 13,Concrete Piles,31,3
31 62 16,Steel Piles,31,3
31 62 19,Timber Piles,31,3
31 62 23,Composite Piles,31,3
31 63 00,Bored Piles,31,2
31 63 13,Bored and Augered Test Piles,31,3
31 63 16,Auger Cast Grout Piles,31,3
31 63 19,Bored and Socketed Piles,31,3
31 63 23,Bored Concrete Piles,31,3
31 63 26,Drilled Caissons,31,3
31 63 29,Drilled Concrete Piers and Shafts,31,3
31 63 33,Drilled Micropiles,31,3
31 64 00,Caissons,31,2
31 64 13,Box Caissons,31,3
31 64 16,Excavated Caissons,31,3
31 64 19,Floating Caissons,31,3
31 64 23,Open Caissons,31,3
31 64 26,Pneumatic Caissons,31,3
31 64 29,Sheeted Caissons,31,3
31 66 00,Special Foundations,31,2
31 66 13,Special Piles,31,3
31 66 16,Special Foundation Walls,31,3
31 66 19,Refrigerated Foundations,31,3
31 68 00,Foundation Anchors,31,2
31 68 13,Rock Foundation Anchors,31,3
31 70 00,Tunneling and Mining,31,2
31 71 00,Tunnel Excavation,31,2
31 71 13,Shield Driving Tunnel Excavation,31,3
31 71 16,Tunnel Excavation by Drilling and Blasting,31,3
31 71 19,Tunnel Excavation by Tunnel Boring Machine,31,3
31 72 00,Tunnel Support Systems,31,2
31 72 13,Rock Reinforcement and Initial Support,31,3
31 72 16,Steel Ribs and Lagging,31,3
31 73 00,Tunnel Grouting,31,2
31 73 13,Cement Tunnel Grouting,31,3
31 73 16,Chemical Tunnel Grouting,31,3
31 74 00,Tunnel Construction,31,2
31 74 13,Cast-in-Place Concrete Tunnel Lining,31,3
31 74 16,Precast Concrete Tunnel Lining,31,3
31 74 19,Shotcrete Tunnel Lining,31,3
31 75 00,Shaft Construction,31,2
31 75 13,Cast-in-Place Concrete Shaft Lining,31,3
